Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Value new (USD),Value used (USD),Launch date,Exit date
5585-1,Bricks and More,,2008,Pink Brick Box,,216,13.99,19.99,21.99,,5702014518070,673419102773,28.8,19.2,19.51,0.59,,0,0,0,,0,0,50.8600,7.5000,,
5593-1,Duplo,LEGO Ville,2008,Circus,3,61,39.99,49.99,69.99,,5702014517028,,48,38.4,9.6,,,0,0,0,,0,0,127.5000,63.5000,01/06/2008,31/12/2010
5596-1,Duplo,Dino,2008,Dino Birthday,,9,7.99,12.99,,,5702014516984,,,,,,,0,0,0,,0,0,73.6500,15.5300,,
5597-1,Duplo,Dino,2008,Dino Trap,1,28,14.65,24.99,,,5702014516991,,28.8,28.8,11.4,,,0,0,0,,0,0,54.8100,43.7500,01/01/2008,30/06/2009
5598-1,Duplo,Dino,2008,Dino Valley,3,52,34.99,49.99,,,5702014517004,673419105255,48,38.4,12.7,,,0,0,0,,0,0,316.2200,69.0700,01/01/2008,30/06/2009
5601-1,Duplo,LEGO Ville,2008,Fire Station,3,72,49.99,59.99,79.99,,5702014516892,673419124577,48.01,38.4,9.6,1.36,,0,0,0,,0,0,177.0000,65.6900,01/01/2008,31/12/2011
5602-1,Duplo,LEGO Ville,2008,Police Station,2,28,24.99,39.99,59.99,,5702014516908,,38.4,28.8,9.6,,,0,0,0,,0,0,69.2900,23.8000,01/01/2008,31/12/2010
5603-1,Duplo,LEGO Ville,2008,Fire Chief,1,7,6.99,8.99,9.99,,5702014516915,673419124591,14.4,14.4,6,0.16,,0,0,0,,0,0,23.5000,9.1900,,
5604-1,Duplo,LEGO Ville,2008,Supermarket,2,62,24.99,39.99,49.99,,5702014516922,,38.4,28.8,9.6,,,0,0,0,,0,0,57.9900,27.4700,01/01/2008,31/12/2010
5605-1,Duplo,LEGO Ville,2008,Tanker Truck,1,17,17.59,24.99,,,5702014516939,,,,,,,0,0,0,,0,0,74.9500,26.8000,,
5606-1,Duplo,LEGO Ville,2008,My First Train,1,10,9.99,16.99,17.99,,5702014516946,,,,,,,0,0,0,,0,0,19.9900,11.1200,,
5607-1,Duplo,LEGO Ville,2008,Track Repair Train,1,16,14.65,16.99,,,5702014527355,,,,,,,0,0,0,,0,0,39.2500,24.1500,,
5608-1,Duplo,LEGO Ville,2008,Train Starter Set,3,64,40.99,59.99,89.99,,5702014516960,673419126885,48,38.4,9.6,,,0,0,0,,0,0,75.4600,49.1000,01/06/2008,31/05/2013
5609-1,Duplo,LEGO Ville,2008,Deluxe Train Set,3,116,81.99,119.99,159.99,,5702014516977,673419126892,65.2,48.01,11.4,3.39,,0,0,0,,0,0,222.5300,121.5000,01/06/2008,31/05/2013
5610-1,City,Construction,2008,Builder,1,23,2.45,3.49,,,5702014517134,,9.6,9.6,4.8,,,0,0,0,,0,0,7.6500,3.6400,01/01/2008,31/12/2009
5611-1,City,General,2008,Public Works,1,31,1.95,3.49,,,5702014517141,,9.6,9.6,4.8,,,0,0,0,,0,0,7.3300,4.2700,01/01/2008,31/12/2008
5612-1,City,Police,2008,Police Officer,1,21,2.49,3.49,,,5702014517158,673419102377,9.6,9.6,4.8,0.03,,0,0,0,,0,0,5.4000,2.4200,01/01/2008,31/05/2010
5613-1,City,Fire,2008,Firefighter,1,25,2.45,3.49,,,,673419102384,9.6,9.6,4.8,0.03,,0,0,0,,0,0,6.1300,2.5700,01/01/2008,31/12/2009
5614-1,Castle,Fantasy Era,2008,The Good Wizard,1,16,1.95,,,,5702014515901,,9.6,9.6,4.8,,,0,0,0,,0,0,24.5300,12.8200,01/01/2008,31/12/2008
5615-1,Castle,Fantasy Era,2008,The Knight,1,21,1.99,3.49,,,5702014515918,673419101608,9.6,9.6,4.8,0.03,,0,0,0,,0,0,18.7300,11.4100,01/01/2008,30/06/2009
5616-1,Space,Mars Mission,2008,Mini Robot,2,24,1.95,3.49,,,5702014516045,673419101660,9.6,9.6,4.8,0.03,,0,0,0,,0,0,12.0500,5.0500,01/01/2008,31/12/2008
5617-1,Space,Mars Mission,2008,Alien Jet,1,21,1.95,,,,5702014516052,,9.6,9.6,4.8,,,0,0,0,,0,0,10.3700,3.8000,01/01/2008,31/12/2008
5618-1,Castle,Fantasy Era,2008,Troll Warrior,1,19,2.49,3.49,,,5702014517264,673419102483,9.6,9.6,4.8,0.04,,0,0,0,,0,0,17.5700,10.6200,01/06/2008,31/12/2008
5619-1,Space,Mars Mission,2008,Crystal Hawk,1,26,2.45,3.49,,,5702014517271,673419102490,9.6,9.6,4.8,0.04,,0,0,0,,0,0,10.8200,5.4200,01/06/2008,31/12/2008
5620-1,City,Construction,2008,Street Cleaner,1,22,2.49,3.49,,,5702014517288,673419102506,9.6,9.6,4.8,0.03,,0,0,0,,0,0,11.5500,7.2200,01/06/2008,31/12/2009
5621-1,City,Coast Guard,2008,Coast Guard Kayak,1,21,2.45,3.49,,,5702014517295,673419102513,9.6,9.6,4.8,0.04,,0,0,0,,0,0,2.8000,2.7200,01/06/2008,31/12/2008
5625-1,City,Police,2008,Police 4x4,1,32,,,,,5702014515727,,,,,0.029,,0,0,0,,0,0,3.8000,2.6500,,
5626-1,City,Coast Guard,2008,Coast Guard Bike,1,13,,,,,5702014515734,,,,,,,0,0,0,,0,0,13.8300,3.3700,,
5627-1,City,Construction,2008,Mini Dozer,1,23,,,,,5702014515741,,14,14,1,,,0,0,0,,0,0,5.5800,6.5000,01/01/2008,31/12/2010
6117-1,Bricks and More,,2008,Doors and Windows,,100,10.49,12.99,17.99,,5702014524651,,,,,,,0,0,0,,0,0,43.0100,21.8700,,
6118-1,Bricks and More,,2008,Wheels and Tyres,,106,10.49,12.99,17.99,,5702014524668,,,,,,,0,0,0,,0,0,34.9200,10.7700,,
6119-1,Bricks and More,,2008,Roof Tiles,,150,10.49,,,,5702014524675,,,,,,,0,0,0,,0,0,26.2100,20.4500,,
6126-1,Bionicle,Miscellaneous,2008,Good Guy 2008,,26,,,,,,,,,,,,0,0,0,,0,0,,12.9500,,
6127-1,Bionicle,Miscellaneous,2008,Bad Guy 2008,,29,,,,,,,,,,,,0,0,0,,0,0,,25.0000,,
6128-1,Bionicle,Accessories,2008,Function 2008,,22,,,,,,,,,,,,0,0,0,,0,0,,4.8600,,
6176-1,Duplo,,2008,Basic Bricks Deluxe,,80,20.99,19.99,24.99,22.99,5702014517950,673419105118,28.8,28.8,11.4,0.89,,0,0,0,,0,0,88.2000,15.0000,,
6177-1,Bricks and More,,2008,Basic Bricks Deluxe,,650,20.99,29.99,34.99,,5702014518032,673419131353,28.8,28.8,7.2,0.94,,0,0,0,,0,0,72.3100,27.2000,,
6178-1,Duplo,,2008,MY LEGO Duplo Town,1,79,19.99,29.99,,,5702014517974,,,,,,,0,0,0,,0,0,,,,
6186-1,Bricks and More,,2008,Build Your Own Harbor,1,252,9.79,14.99,,,,673419102780,28.8,19.2,7.2,0.53,,0,0,0,,0,0,11.1900,10.9000,01/01/2008,31/12/2008
6187-1,Bricks and More,,2008,Road Construction Set,1,300,17.99,19.99,29.99,,5702014518094,673419102797,28.8,28.8,7.2,0.66,,0,0,0,,0,0,25.0000,9.8900,,
7037-1,Castle,Fantasy Era,2008,Tower Raid,5,364,26.45,29.99,,,5702014515925,673419101615,38.4,28.8,6,0.75,,0,0,0,,0,0,163.9000,80.2500,01/03/2008,31/12/2009
7038-1,Castle,Fantasy Era,2008,Troll Assault Wagon,4,161,13.69,19.99,,,5702014515932,673419101622,38.4,19.2,6,0.38,,0,0,0,,0,0,112.4100,57.2700,01/02/2008,31/12/2009
7040-1,Castle,Fantasy Era,2008,Dwarves' Mine Defender,3,86,6.85,9.99,,,5702014516014,673419101639,24,14.4,4.8,0.16,,0,0,0,,0,0,59.0100,31.9200,01/03/2008,31/12/2009
7041-1,Castle,Fantasy Era,2008,Troll Battle Wheel,6,508,29.35,39.99,,,5702014516038,673419101653,48,28.8,6,,,0,0,0,,0,0,211.1900,102.5800,01/02/2008,31/12/2008
7048-1,Castle,Fantasy Era,2008,Troll Warship,9,493,48.95,79.99,,,5702014516021,673419101646,57.6,38.4,9.6,1.42,,0,0,0,,0,0,358.1300,220.9800,01/02/2008,31/12/2009
7235-2,City,Police,2008,Police Motorcycle,1,28,,,,,,,,,,,,0,0,0,,0,0,16.9900,2.9200,,
7236-2,City,Police,2008,Police Car,1,59,4.99,5.99,,,,673419058018,,,,,,0,0,0,,0,0,16.0300,4.7400,,
7245-2,City,Police,2008,Prisoner Transport,2,98,,,,,,,,,,,,0,0,0,,0,0,30.1200,9.4900,,
7583-1,Belville,,2008,Playful Puppy,,83,10.49,12.99,17.99,,5702014516854,673419126779,19.2,14.4,6,,,0,0,0,,0,0,20.0000,5.4200,01/01/2008,31/12/2011
7585-1,Belville,,2008,Horse Stable,1,209,35.99,39.99,49.99,,5702014516861,,38.4,28.8,6,,,0,0,0,,0,0,57.4400,34.9900,01/01/2008,31/12/2011
7586-1,Belville,,2008,Sunshine Home,3,450,61.99,79.99,109.99,,5702014516878,,57.6,38.4,7.2,,,0,0,0,,0,0,132.1700,80.3000,01/01/2008,31/12/2010
7587-1,Belville,,2008,Horse Jumping,1,54,15.99,19.99,26.99,,5702014516886,673419126854,28.8,19.2,4.8,,,0,0,0,,0,0,25.6000,10.2300,01/01/2008,31/12/2011
7611-1,Racers,Tiny Turbos,2008,Police Car,,35,,,,,5702014521506,,,,,,,0,0,0,,0,0,8.1200,2.6700,,
7612-1,Racers,Tiny Turbos,2008,Muscle Car,,37,,,,,,,,,,,,0,0,0,,0,0,,,,
7613-1,Racers,Tiny Turbos,2008,Track Racer,,34,,,,,5702014521520,,14,14,0,,,0,0,0,,0,0,16.2400,4.0000,01/01/2008,31/12/2009
7620-1,Indiana Jones,Last Crusade,2008,Indiana Jones Motorcycle Chase,3,79,8.79,9.99,,,5702014518292,673419102940,24,14.4,4.8,0.14,,0,0,0,,0,0,96.4800,35.9800,01/01/2008,31/07/2009
7621-1,Indiana Jones,Raiders of the Lost Ark,2008,Indiana Jones and the Lost Tomb,3,277,17.59,19.99,,,5702014518308,673419102957,28.8,28.8,4.8,0.49,,0,0,0,,0,0,148.9900,48.5400,01/01/2008,31/07/2009
7622-1,Indiana Jones,Raiders of the Lost Ark,2008,Race for the Stolen Treasure,4,272,26.45,29.99,,,5702014518315,673419102964,38.4,28.8,4.8,0.53,,0,0,0,,0,0,238.3600,100.7900,01/01/2008,31/07/2009
7623-1,Indiana Jones,Raiders of the Lost Ark,2008,Temple Escape,6,554,46.99,59.99,,,5702014518322,673419102971,57.6,28.8,7.2,1.25,,0,0,0,,0,0,447.4500,213.3400,01/01/2008,31/12/2009
7624-1,Indiana Jones,Kingdom of the Crystal Skull,2008,Jungle Duel,3,90,8.79,9.99,,,5702014518339,673419102988,24,14.4,4.8,0.12,,0,0,0,,0,0,75.3600,35.4200,01/05/2008,31/07/2009
7625-1,Indiana Jones,Kingdom of the Crystal Skull,2008,River Chase,4,234,18.59,19.99,,,5702014518346,673419102995,28.8,28.8,4.8,0.42,,0,0,0,,0,0,126.8100,37.4200,01/05/2008,31/12/2009
7626-1,Indiana Jones,Kingdom of the Crystal Skull,2008,Jungle Cutter,4,511,31.29,39.99,,,5702014521209,673419103749,43.2,28.8,7.2,0.77,,0,0,0,,0,0,141.3600,65.5700,01/05/2008,31/12/2009
7627-1,Indiana Jones,Kingdom of the Crystal Skull,2008,Temple of the Crystal Skull,10,929,73.39,79.99,,,5702014521216,673419103756,57.6,38.4,9.6,1.98,,0,0,0,,0,0,332.5500,144.7700,01/05/2008,31/12/2009
7628-1,Indiana Jones,Kingdom of the Crystal Skull,2008,Peril in Peru,6,625,41.09,49.99,,,5702014522695,673419104548,48,28.8,7.2,,,0,0,0,,0,0,269.8500,156.3300,01/07/2008,31/12/2009
7644-1,Space,Mars Mission,2008,MX-81 Hypersonic Operations Aircraft,5,795,53.79,79.99,,,,673419101486,57.6,38.4,7.2,1.89,,0,0,0,,0,0,446.5100,150.7000,01/06/2008,31/07/2009
7645-1,Space,Mars Mission,2008,MT-61 Crystal Reaper,6,600,39.15,49.99,,,,673419101554,48,38.4,7.2,1.16,,0,0,0,,0,0,173.4200,101.2400,01/06/2008,31/07/2009
7646-1,Space,Mars Mission,2008,ETX Alien Infiltrator,4,333,19.55,29.99,,,,673419101561,38.4,28.8,6,0.64,,0,0,0,,0,0,70.0000,53.6100,01/06/2008,31/07/2009
7647-1,Space,Mars Mission,2008,MX-41 Switch Fighter,2,235,14.65,19.99,,,5702014515802,673419101578,28.8,28.8,6,0.51,,0,0,0,,0,0,180.1500,36.7200,,
7648-1,Space,Mars Mission,2008,MT-21 Mobile Mining Unit,2,130,7.79,9.99,,,,673419101585,24,14.4,6,0.22,,0,0,0,,0,0,71.6500,12.5500,,
7649-1,Space,Mars Mission,2008,MT-201 Ultra-Drill Walker,3,759,48.95,69.99,,,,673419104531,57.6,38.4,7.2,,,0,0,0,,0,0,337.5000,168.3200,01/08/2008,31/12/2008
7667-1,Star Wars,Miscellaneous,2008,Imperial Dropship,4,81,9.79,9.99,,,5702014517363,673419102582,19.2,14.4,4.8,0.13,,0,0,0,,0,0,44.6300,20.9400,01/01/2008,31/12/2009
7668-1,Star Wars,Miscellaneous,2008,Rebel Scout Speeder,4,82,9.79,9.99,,,5702014517370,673419102599,19.2,14.4,4.8,0.14,,0,0,0,,0,0,58.7700,19.2300,01/01/2008,31/12/2009
7669-1,Star Wars,The Clone Wars,2008,Anakin's Jedi Starfighter,2,153,21.49,19.99,,,5702014517387,673419102605,28.8,28.8,4.8,0.37,,0,0,0,,0,0,107.6600,26.8300,01/01/2008,31/12/2009
7670-1,Star Wars,The Clone Wars,2008,Hailfire Droid & Spider Droid,5,249,21.49,19.99,,,5702014517394,673419102612,28.8,28.8,4.8,0.31,,0,0,0,,0,0,125.9600,50.1900,01/01/2008,31/12/2009
7671-1,Star Wars,Episode III,2008,AT-AP Walker,2,392,39.15,39.99,,,,673419102629,43.2,28.8,6,0.72,,0,0,0,,0,0,157.6400,62.4300,01/01/2008,31/12/2009
7672-1,Star Wars,The Force Unleashed,2008,Rogue Shadow,3,482,48.95,49.99,,,,673419102636,48,28.8,7.2,0.99,,0,0,0,,0,0,349.4000,171.8100,01/01/2008,31/12/2009
7673-1,Star Wars,The Clone Wars,2008,Magna Guard Starfighter,2,431,39.15,44.99,,,,673419102667,43.2,28.8,7.2,0.77,,0,0,0,,0,0,172.9800,80.9200,26/07/2008,31/12/2009
7674-1,Star Wars,The Clone Wars,2008,V-19 Torrent,1,471,48.95,54.99,,,5702014517448,673419102674,48,28.8,7.2,0.99,,0,0,0,,0,0,285.5900,128.6800,26/07/2008,31/12/2009
7675-1,Star Wars,The Clone Wars,2008,AT-TE Walker,6,798,69.99,89.99,,,,673419102681,48,38.4,9.6,1.53,,0,0,0,,0,0,496.3500,183.5700,26/07/2008,30/06/2010
7676-1,Star Wars,The Clone Wars,2008,Republic Attack Gunship,7,1034,84.99,119.99,,,5702014517462,673419102698,65.2,38.4,9.6,2.04,,0,0,0,,0,0,580.0000,312.4800,26/07/2008,30/06/2010
7678-1,Star Wars,The Clone Wars,2008,Droid Gunship,3,329,24.49,29.99,,,,673419102704,38.4,28.8,6,,,0,0,0,,0,0,88.2200,40.0500,26/07/2008,31/12/2008
7679-1,Star Wars,The Clone Wars,2008,Republic Fighter Tank,2,592,48.95,49.99,,,,673419102711,48,28.8,7.2,,,0,0,0,,0,0,320.8600,101.1700,26/07/2008,31/12/2009
7680-1,Star Wars,The Clone Wars,2008,The Twilight,4,882,68.49,99.99,,,,673419102728,57.6,38.4,9.6,,,0,0,0,,0,0,310.6000,166.5100,26/07/2008,31/12/2009
7681-1,Star Wars,The Clone Wars,2008,Separatist Spider Droid,5,206,21.49,29.99,,,,673419105729,28.8,28.8,6,,,0,0,0,,0,0,284.3700,141.2500,26/07/2008,31/12/2009
7723-1,City,Police,2008,Police Pontoon Plane,1,215,34.99,39.99,,,,673419102476,48,28.8,9.6,0.84,,0,0,0,,0,0,68.2200,21.0300,22/02/2008,31/12/2008
7724-1,City,Seasonal,2008,LEGO City Advent Calendar,10,196,14.99,29.99,,,5702014517356,673419102575,38.4,28.8,7.2,0.41,,0,0,0,,0,0,44.9900,17.4800,,
7726-1,City,Coast Guard,2008,Coast Guard Truck with Speed Boat,2,361,17.09,39.99,,,,673419102520,48,28.8,6,0.74,,0,0,0,,0,0,58.1500,20.7500,01/06/2008,31/12/2008
7728-1,Space,Mars Mission,2008,Jet Pack,,25,,,,,,,,,,,,0,0,0,,0,0,,,,
7729-1,Space,Mars Mission,2008,Alien Flyer,,21,,,,,,,,,,,,0,0,0,,0,0,,,,
7731-1,City,Traffic,2008,Mail Van,1,66,4.89,7.99,,,5702014517172,,19,9.5,4.6,,,0,0,0,,0,0,35.7500,10.8400,01/01/2008,31/12/2008
7732-1,City,Airport,2008,Air Mail,1,88,7.79,14.99,,,5702014517189,,24,14.4,4.8,,,0,0,0,,0,0,35.0500,9.9700,01/01/2008,31/12/2009
7733-1,City,Cargo,2008,Truck & Forklift,2,343,19.55,24.99,,,5702014517196,673419102414,38.4,19.2,7.2,,,0,0,0,,0,0,148.2200,41.3500,01/01/2008,31/12/2009
7734-1,City,Cargo,2008,Cargo Plane,3,463,34.25,49.99,,,5702014517202,673419102421,57.6,28.8,9.6,,,0,0,0,,0,0,263.7600,82.6500,01/01/2008,31/12/2009
7736-1,City,Coast Guard,2008,Coast Guard Quad Bike,1,33,3.45,4.99,,,,673419102438,14.4,9.6,4.8,0.07,,0,0,0,,0,0,10.0000,2.4500,01/06/2008,31/12/2009
7737-1,City,Coast Guard,2008,Coast Guard 4WD & Jet Scooter,1,130,8.79,9.99,,,5702014517226,673419102445,24,14.4,4.8,0.19,,0,0,0,,0,0,29.3900,7.8900,01/06/2008,31/12/2009
7738-1,City,Coast Guard,2008,Coast Guard Helicopter & Life Raft,4,445,36.19,39.99,,,5702014517233,673419102452,48,28.8,9.6,0.91,,0,0,0,,0,0,93.0500,29.1600,01/06/2008,31/12/2009
7739-1,City,Coast Guard,2008,Coast Guard Patrol Boat & Tower,4,444,48.95,59.99,,,5702014517240,673419102469,48,38.4,9.6,1.42,,0,0,0,,0,0,132.7900,66.6400,01/06/2008,31/12/2009
7741-1,City,Police,2008,Police Helicopter,1,94,9.99,9.99,12.99,,5702014517318,673419102537,24,14.4,4.8,0.17,,0,0,0,,0,0,19.5600,4.4600,,
7743-1,City,Police,2008,Police Truck,4,524,39.99,44.99,59.99,,5702014517332,673419102551,57.61,28.8,7.2,1.08,,0,0,0,,0,0,112.0000,25.7900,,
7744-1,City,Police,2008,Police Headquarters,7,953,69.99,89.99,119.99,,,673419102568,65.2,38.4,9.6,2.4,,0,0,0,,0,0,163.3800,59.8000,01/01/2008,31/12/2010
7796-1,Creator,Miscellaneous,2008,House,,56,,,,,,,,,,,,0,0,0,,0,0,,,,
7797-1,Creator,Promotional,2008,Bi-Plane,,37,,,,,5702014518384,,,,,,,0,0,0,,0,0,7.6200,4.0000,,
7798-1,Creator,Promotional,2008,Stegosaurus,,47,,,,,5702014518391,,,,,,,0,0,0,,0,0,7.4700,2.6900,,
7799-1,Creator,Promotional,2008,Cargo Copter,,40,,,,,5702014518407,,,,,,,0,0,0,,0,0,3.9200,1.8200,,
7884-1,Batman,,2008,Batman's Buggy: The Escape of Mr. Freeze,2,76,9.99,9.99,,,,673419101998,24,14.4,4.8,0.13,,0,0,0,,0,0,152.7500,76.8000,01/06/2008,31/12/2008
7885-1,Batman,,2008,Robin's Scuba Jet: Attack of The Penguin,2,207,19.99,19.99,,,,673419102001,28.8,28.8,6,0.46,,0,0,0,,0,0,167.9000,81.4600,01/06/2008,31/12/2008
7886-1,Batman,,2008,The Batcycle: Harley Quinn's Hammer Truck,2,267,29.99,29.99,,,,673419102018,38.4,28.8,7.2,0.64,,0,0,0,,0,0,250.8500,145.7400,01/06/2008,31/12/2008
7888-1,Batman,,2008,The Tumbler: Joker's Ice Cream Surprise,3,449,39.99,49.99,,,,673419102032,48,28.8,9.6,0.91,,0,0,0,,0,0,538.7000,235.1400,01/06/2008,31/12/2008
7979-1,Castle,Seasonal,2008,LEGO Castle Advent Calendar,9,176,12.99,30,,,5702014519848,,,,,,,0,0,0,,0,0,116.3800,70.5400,,
8028-1,Star Wars,Mini Building Set,2008,TIE Fighter,,44,,4.99,,,5702014955295,673419153782,14,14,1.2,,,0,0,0,,0,0,5.6300,2.8600,01/01/2008,31/12/2013
8029-1,Star Wars,Episode V,2008,Mini Snowspeeder,,66,,,,,,,,,,,,0,0,0,,0,0,,,,
8031-1,Star Wars,The Clone Wars,2008,V-19 Torrent,,66,,3.99,,,5702014522671,673419104524,17,17,1,,,0,0,0,,0,0,8.2300,4.8700,01/06/2008,31/12/2009
8111-1,Exo-Force,Deep Jungle,2008,River Dragon,1,112,4.89,7.99,,,5702014517059,673419102278,14.4,19.2,4.8,0.17,,0,0,0,,0,0,25.8200,15.9300,,
8112-1,Exo-Force,Deep Jungle,2008,Arachnoid Stalker,1,131,4.99,7.99,,,5702014517066,673419102285,14.4,19.2,4.8,0.15,,0,0,0,,0,0,28.8800,17.5900,,
8113-1,Exo-Force,Deep Jungle,2008,Assault Tiger,1,163,9.99,14.99,,,,673419102292,19.2,28.8,4.8,0.39,,0,0,0,,0,0,79.7400,45.3100,,
8114-1,Exo-Force,Deep Jungle,2008,Chameleon Hunter,1,188,9.79,14.99,,,,673419102308,19.2,28.8,4.8,0.36,,0,0,0,,0,0,124.9800,65.0200,,
8115-1,Exo-Force,Deep Jungle,2008,Dark Panther,3,244,9.79,14.99,,,,673419102315,19.2,28.8,4.8,0.36,,0,0,0,,0,0,49.7400,26.5000,,
8117-1,Exo-Force,Deep Jungle,2008,Storm Lasher,1,283,14.65,19.99,,,5702014517110,673419102339,28.8,28.8,4.8,0.43,,0,0,0,,0,0,80.0000,28.1900,,
8118-1,Exo-Force,Deep Jungle,2008,Hybrid Rescue Tank,2,347,19.99,29.99,,,,673419102346,38.4,28.8,6,0.78,,0,0,0,,0,0,81.6000,58.8700,,
8148-1,Racers,Tiny Turbos,2008,EZ-Roadster,,45,2.99,4.99,,,5702014516120,673419101714,10.2,14.7,4.8,0.1,,0,0,0,,0,0,9.5100,5.1100,,
8149-1,Racers,Tiny Turbos,2008,Midnight Streak,,43,2.99,4.99,,,5702014516137,673419101721,10.2,14.7,4.8,0.09,,0,0,0,,0,0,13.7700,5.3400,,
8150-1,Racers,Tiny Turbos,2008,ZX Turbo,,55,2.99,4.99,,,5702014516144,673419101738,10.2,14.7,4.8,0.1,,0,0,0,,0,0,20.3600,5.0100,,
8151-1,Racers,Tiny Turbos,2008,Adrift Sport,,52,2.99,4.99,,,5702014516151,67341910174,,,,,,0,0,0,,0,0,12.0000,5.8400,,
8152-1,Racers,Tiny Turbos,2008,Speed Chasing,,142,7.79,12.99,,,5702014516168,673419101752,28.8,19.2,4.8,0.23,,0,0,0,,0,0,39.9500,7.0000,,
8153-1,Racers,Tiny Turbos,2008,Ferrari F1 Truck,,270,15.65,19.99,,,5702014516175,673419101769,28.8,28.8,6,0.45,,0,0,0,,0,0,74.8300,15.0000,,
8154-1,Racers,Tiny Turbos,2008,Brick Street Customs,,1021,34.25,69.99,,,,673419101868,57.6,38.4,7.2,1.61,,0,0,0,,0,0,145.0000,70.0000,01/06/2008,31/12/2009
8155-1,Racers,Tiny Turbos,2008,Ferrari F1 Pit,,482,24.99,39.99,,,5702014516274,673419101783,48,28.8,6,0.8,,0,0,0,,0,0,104.2000,65.9200,,
8156-1,Racers,Ferrari,2008,Ferrari FXX 1:17,,626,31.29,49.99,,,,673419101790,38.4,38.4,7.2,1.04,,0,0,0,,0,0,448.7500,93.1100,,
8157-1,Racers,Ferrari,2008,Ferrari F1 1:9,,997,73.39,89.99,,,,673419101875,65.2,38.4,9.6,2.05,,0,0,0,,0,0,356.3000,126.3400,01/06/2008,31/12/2009
8158-1,Racers,Speed Racer,2008,Speed Racer & Snake Oiler,2,242,12.69,19.99,,,5702014521315,673419103824,28.8,28.8,6,0.46,,0,0,0,,0,0,80.6800,64.9500,01/04/2008,31/12/2008
8159-1,Racers,Speed Racer,2008,Racer X & Taejo Togokhan,2,237,12.69,19.99,,,5702014521322,673419103794,28.8,28.8,6,0.45,,0,0,0,,0,0,71.0400,28.9200,01/04/2008,31/12/2008
8160-1,Racers,Speed Racer,2008,Cruncher Block & Racer X,4,367,24.49,39.99,,,,673419103800,48,28.8,7.2,0.85,,0,0,0,,0,0,72.9600,32.8900,01/04/2008,31/12/2008
8161-1,Racers,Speed Racer,2008,Grand Prix Race,7,595,34.99,59.99,,,5702014521346,673419103817,48,38.4,7.2,1.22,,0,0,0,,0,0,336.0000,122.8900,01/04/2008,31/12/2008
8290-1,Technic,,2008,Mini Forklift,,89,4.89,7.99,,,5702014518216,673419102865,14.4,14.4,6,0.15,,0,0,0,,0,0,25.1000,7.2100,,
8291-1,Technic,,2008,Dirt Bike,,248,18.59,24.99,,,,673419102872,28.8,28.8,6,0.45,,0,0,0,,0,0,81.4500,24.0100,01/01/2008,31/12/2009
8292-1,Technic,,2008,Cherry Picker,,726,51.85,59.99,,,,673419102889,57.6,28.8,7.2,1.34,,0,0,0,,0,0,372.7600,60.2200,01/01/2008,31/12/2009
8293-1,Power Functions,Technic,2008,LEGO® Power Functions Motor Set,,10,34.99,29.99,39.99,36.99,5702015146227,673419102902,26.1874,14.097,4.8006,0.19,,0,0,0,,0,0,88.4700,55.9500,01/08/2008,31/12/2013
8294-1,Technic,,2008,Excavator,,720,41.09,59.99,,,5702014518261,673419102919,38.4,38.4,7.2,0.99,,0,0,0,,0,0,188.8800,51.4400,01/08/2008,31/12/2009
8295-1,Technic,,2008,Telescopic Handler,,1182,61.65,89.99,,,5702014518278,673419102926,57.6,38.4,7.2,1.91,,0,0,0,,0,0,179.4200,116.9300,01/08/2008,31/12/2009
8296-1,Technic,,2008,Dune Buggy,,199,13.69,19.99,,,,673419102896,28.8,19.2,7.2,0.37,,0,0,0,,0,0,48.3000,12.2300,01/01/2008,31/12/2008
8297-1,Technic,,2008,Off-Roader,,1097,99.99,119.99,,,5702014518285,673419102933,65.2,38.4,9.6,2.3,,0,0,0,,0,0,320.0000,67.3300,01/08/2008,31/12/2010
8490-1,Racers,Power Racers,2008,Desert Hopper,,92,6.99,9.99,,,,673419101813,24,14.4,6,0.22,,0,0,0,,0,0,19.9500,6.4800,,
8491-1,Racers,Power Racers,2008,Ram Rod,,72,6.99,9.99,,,5702014516311,673419101820,24,14.4,6,0.22,,0,0,0,,0,0,7.7600,5.1700,,
8492-1,Racers,Power Racers,2008,Mud Hopper,,59,6.99,9.99,,,,673419101837,24,14.4,6,0.23,,0,0,0,,0,0,36.6800,5.4200,,
8493-1,Racers,Power Racers,2008,Red Ace,,82,6.85,9.99,,,5702014516335,673419101844,24,14.4,6,0.21,,0,0,0,,0,0,16.0500,7.5000,,
8494-1,Racers,Power Racers,2008,Ring of Fire,,268,19.99,29.99,,,,673419101851,38.4,28.8,6,0.63,,0,0,0,,0,0,31.0500,17.7400,,
8495-1,Racers,Tiny Turbos,2008,Crosstown Craze,,503,24.49,39.99,,,,673419101882,48,28.8,6,0.72,,0,0,0,,0,0,109.4100,31.3800,01/06/2008,31/07/2009
8496-1,Racers,Power Racers,2008,Desert Hammer,,510,29.35,49.99,,,,673419101899,38.4,38.4,7.2,1.07,,0,0,0,,0,0,29.0800,19.8500,01/06/2008,31/07/2009
